Dlt|SrcKey|FornKey|AcctId|AcctType|BatchNum|SeqNum|TrnType|RtNum|ChkNum|Amt|TrnCodeCode|_LoadDt|SrcContextId
false|0000000002||34534879723|G|0|26790000002|C|001000001|1001|20303.07|TCMDDEPTICKETDDA|05/02/2022 08:58:22 PM|1.1
false|0000000003||3531092125|G|0|26790000003|D|771025696|1002|4829.95|TDEPCHECKTRANSIT|05/02/2022 08:58:22 PM|1.1
false|0000000004||3531092152|G|0|26790000004|D|771025723|1003|2594.19|TDEPCHECKTRANSIT|05/02/2022 08:58:23 PM|1.1
false|0000000005||3531092155|G|0|26790000005|D|771025726|1004|3168.25|TDEPCHECKTRANSIT|05/02/2022 08:58:24 PM|1.1
false|0000000006||3531092101|G|0|26790000006|D|771025672|1005|3821.88|TDEPCHECKTRANSIT|05/02/2022 08:58:25 PM|1.1
false|0000000007||3531092134|G|0|26790000007|D|771025705|1006|963.79|TDEPCHECKTRANSIT|05/02/2022 08:58:25 PM|1.1
false|0000000008||11111|G|0|26790000008|D|001000001|1007|754.95|TOCKCHECKCDA|05/02/2022 08:58:26 PM|1.1
false|0000000009||3531092138|G|0|26790000009|D|771025709|1008|4170.06|TDEPCHECKTRANSIT|05/02/2022 08:58:27 PM|1.1
false|0000000010||2321313|G|0|26790000010|C|001000001|1009|5876.82|TCMDDEPTICKETDDA|05/02/2022 08:58:27 PM|1.1
false|0000000011||3531092112|G|0|26790000011|D|771025683|1010|1565.10|TDEPCHECKTRANSIT|05/02/2022 08:58:28 PM|1.1
false|0000000012||3531092107|G|0|26790000012|D|771025678|1011|4311.72|TDEPCHECKTRANSIT|05/02/2022 08:58:29 PM|1.1
false|0000000013||999333|G|0|26790000013|C|001000001|1012|15807.74|TCMDDEPTICKETDDA|05/02/2022 08:58:30 PM|1.1
false|0000000014||3531092109|G|0|26790000014|D|771025680|1013|5693.28|TDEPCHECKTRANSIT|05/02/2022 08:58:30 PM|1.1
false|0000000015||234234242|G|0|26790000015|D|001000001|1014|963.95|TOCKCHECKCDA|05/02/2022 08:58:31 PM|1.1
false|0000000016||3531092130|G|0|26790000016|D|771025701|1015|3492.24|TDEPCHECKTRANSIT|05/02/2022 08:58:32 PM|1.1
false|0000000017||3531092112|G|0|26790000017|D|771025683|1016|3876.75|TDEPCHECKTRANSIT|05/02/2022 08:58:32 PM|1.1
false|0000000018||3531092132|G|0|26790000018|D|771025703|1017|1781.52|TDEPCHECKTRANSIT|05/02/2022 08:58:33 PM|1.1
false|0000000019||54654564|G|0|26790000019|C|001000001|1018|23320.06|TCMDDEPTICKETDDA|05/02/2022 08:58:34 PM|1.1
false|0000000020||487897|G|0|26790000020|D|001000001|1019|1572.27|TOCKCHECKCDA|05/02/2022 08:58:34 PM|1.1
false|0000000021||3531092123|G|0|26790000021|D|771025694|1020|1472.26|TDEPCHECKTRANSIT|05/02/2022 08:58:35 PM|1.1
false|0000000022||3531092094|G|0|26790000022|D|771025665|1021|2819.67|TDEPCHECKTRANSIT|05/02/2022 08:58:36 PM|1.1
false|0000000023||3531092138|G|0|26790000023|D|771025709|1022|4284.50|TDEPCHECKTRANSIT|05/02/2022 08:58:37 PM|1.1
false|0000000024||3531092127|G|0|26790000024|D|771025698|1023|4631.88|TDEPCHECKTRANSIT|05/02/2022 08:58:37 PM|1.1
false|0000000025||3531092104|G|0|26790000025|D|771025675|1024|3297.58|TDEPCHECKTRANSIT|05/02/2022 08:58:38 PM|1.1
false|0000000026||1122887744|G|0|26790000026|D|001000001|1025|5241.90|TOCKCHECKCDA|05/02/2022 08:58:39 PM|1.1
