Dlt|SrcKey|FornKey|AcctId|AcctType|BatchNum|SeqNum|TrnType|RtNum|ChkNum|Amt|TrnCodeCode|_LoadDt|SrcContextId
false|0000000002||23123213|G|0|26800000002|C|001000001|1001|8133.07|TCMDDEPTICKETDDA|05/03/2022 08:37:44 PM|1.1
false|0000000003||3531092129|G|0|26800000003|D|771025700|1002|2639.48|TDEPCHECKTRANSIT|05/03/2022 08:37:46 PM|1.1
false|0000000004||11234654|G|0|26800000004|D|001000001|1003|5493.59|TOCKCHECKCDA|05/03/2022 08:37:48 PM|1.1
false|0000000005||23232323|G|0|26800000005|C|001000001|1004|2748.21|TCMDDEPTICKETDDA|05/03/2022 08:37:49 PM|1.1
false|0000000006||3531092117|G|0|26800000006|D|771025688|1005|2748.21|TDEPCHECKTRANSIT|05/03/2022 08:37:51 PM|1.1
false|0000000007||7678687687|G|0|26800000007|C|001000001|1006|1098.68|TCMDDEPTICKETDDA|05/03/2022 08:37:53 PM|1.1
false|0000000008||3531092128|G|0|26800000008|D|771025699|1007|1098.68|TDEPCHECKTRANSIT|05/03/2022 08:37:54 PM|1.1
false|0000000009||107|G|0|26800000009|C|001000001|1008|6044.67|TCMDDEPTICKETDDA|05/03/2022 08:37:57 PM|1.1
false|0000000010||3531092148|G|0|26800000010|D|771025719|1009|4722.78|TDEPCHECKTRANSIT|05/03/2022 08:38:00 PM|1.1
false|0000000011||3531092113|G|0|26800000011|D|771025684|1010|500.15|TDEPCHECKTRANSIT|05/03/2022 08:38:02 PM|1.1
false|0000000012||3531092120|G|0|26800000012|D|771025691|1011|821.74|TDEPCHECKTRANSIT|05/03/2022 08:38:05 PM|1.1
false|0000000013||902093939|G|0|26800000013|C|001000001|1012|507.63|TCMDDEPTICKETDDA|05/03/2022 08:38:08 PM|1.1
false|0000000014||3531092128|G|0|26800000014|D|771025699|1013|507.63|TDEPCHECKTRANSIT|05/03/2022 08:38:10 PM|1.1
false|0000000015||127|G|0|26800000015|C|001000001|1014|5841.93|TCMDDEPTICKETDDA|05/03/2022 08:38:13 PM|1.1
false|0000000016||3531092094|G|0|26800000016|D|771025665|1015|4987.89|TDEPCHECKTRANSIT|05/03/2022 08:38:16 PM|1.1
false|0000000017||3531092149|G|0|26800000017|D|771025720|1016|854.04|TDEPCHECKTRANSIT|05/03/2022 08:38:19 PM|1.1
false|0000000018||15151|G|0|26800000018|C|001000001|1017|4210.65|TCMDDEPTICKETDDA|05/03/2022 08:38:21 PM|1.1
false|0000000019||3531092148|G|0|26800000019|D|771025719|1018|1455.29|TDEPCHECKTRANSIT|05/03/2022 08:38:24 PM|1.1
false|0000000020||3531092133|G|0|26800000020|D|771025704|1019|2755.36|TDEPCHECKTRANSIT|05/03/2022 08:38:27 PM|1.1
false|0000000021||3437333|G|0|26800000021|C|001000001|1020|20833.46|TCMDDEPTICKETDDA|05/03/2022 08:38:30 PM|1.1
false|0000000022||3531092117|G|0|26800000022|D|771025688|1021|5541.84|TDEPCHECKTRANSIT|05/03/2022 08:38:33 PM|1.1
false|0000000023||3531092154|G|0|26800000023|D|771025725|1022|541.68|TDEPCHECKTRANSIT|05/03/2022 08:38:36 PM|1.1
false|0000000024||3531092096|G|0|26800000024|D|771025667|1023|4859.11|TDEPCHECKTRANSIT|05/03/2022 08:38:38 PM|1.1
false|0000000025||3531092096|G|0|26800000025|D|771025667|1024|3725.21|TDEPCHECKTRANSIT|05/03/2022 08:38:41 PM|1.1
false|0000000026||3531092125|G|0|26800000026|D|771025696|1025|2305.28|TDEPCHECKTRANSIT|05/03/2022 08:38:44 PM|1.1
false|0000000027||3531092157|G|0|26800000027|D|771025728|1026|3860.34|TDEPCHECKTRANSIT|05/03/2022 08:38:47 PM|1.1
false|0000000028||34534879723|G|0|26800000028|C|001000001|1027|21188.89|TCMDDEPTICKETDDA|05/03/2022 08:38:49 PM|1.1
false|0000000029||3531092127|G|0|26800000029|D|771025698|1028|3739.99|TDEPCHECKTRANSIT|05/03/2022 08:38:52 PM|1.1
false|0000000030||3531092107|G|0|26800000030|D|771025678|1029|1783.06|TDEPCHECKTRANSIT|05/03/2022 08:38:55 PM|1.1
false|0000000031||3531092099|G|0|26800000031|D|771025670|1030|4402.90|TDEPCHECKTRANSIT|05/03/2022 08:38:58 PM|1.1
false|0000000032||3531092155|G|0|26800000032|D|771025726|1031|1921.36|TDEPCHECKTRANSIT|05/03/2022 08:39:01 PM|1.1
false|0000000033||234234242|G|0|26800000033|D|001000001|1032|3769.15|TOCKCHECKCDA|05/03/2022 08:39:04 PM|1.1
false|0000000034||3531092102|G|0|26800000034|D|771025673|1033|5572.43|TDEPCHECKTRANSIT|05/03/2022 08:39:06 PM|1.1
false|0000000035||565687|G|0|26800000035|C|001000001|1034|15922.10|TCMDDEPTICKETDDA|05/03/2022 08:39:09 PM|1.1
false|0000000036||3531092132|G|0|26800000036|D|771025703|1035|4071.99|TDEPCHECKTRANSIT|05/03/2022 08:39:12 PM|1.1
false|0000000037||56161|G|0|26800000037|D|001000001|1036|1224.56|TOCKCHECKCDA|05/03/2022 08:39:15 PM|1.1
false|0000000038||3531092138|G|0|26800000038|D|771025709|1037|1395.93|TDEPCHECKTRANSIT|05/03/2022 08:39:17 PM|1.1
false|0000000039||3531092116|G|0|26800000039|D|771025687|1038|2533.57|TDEPCHECKTRANSIT|05/03/2022 08:39:20 PM|1.1
false|0000000040||3531092098|G|0|26800000040|D|771025669|1039|3731.22|TDEPCHECKTRANSIT|05/03/2022 08:39:23 PM|1.1
false|0000000041||3531092129|G|0|26800000041|D|771025700|1040|2964.83|TDEPCHECKTRANSIT|05/03/2022 08:39:26 PM|1.1
false|0000000042||154|G|0|26800000042|C|001000001|1041|10132.82|TCMDDEPTICKETDDA|05/03/2022 08:39:29 PM|1.1
false|0000000043||3531092138|G|0|26800000043|D|771025709|1042|2721.62|TDEPCHECKTRANSIT|05/03/2022 08:39:32 PM|1.1
false|0000000044||155|G|0|26800000044|D|001000001|1043|3965.00|TOCKCHECKCDA|05/03/2022 08:39:35 PM|1.1
false|0000000045||113|G|0|26800000045|D|001000001|1044|3446.20|TOCKCHECKCDA|05/03/2022 08:39:37 PM|1.1
false|0000000046||112|G|0|26800000046|C|001000001|1045|25061.04|TCMDDEPTICKETDDA|05/03/2022 08:39:40 PM|1.1
false|0000000047||234333342|G|0|26800000047|D|001000001|1046|4235.12|TOCKCHECKCDA|05/03/2022 08:39:43 PM|1.1
false|0000000048||3531092114|G|0|26800000048|D|771025685|1047|744.77|TDEPCHECKTRANSIT|05/03/2022 08:39:46 PM|1.1
false|0000000049||3531092139|G|0|26800000049|D|771025710|1048|2308.68|TDEPCHECKTRANSIT|05/03/2022 08:39:49 PM|1.1
false|0000000050||3531092143|G|0|26800000050|D|771025714|1049|5168.18|TDEPCHECKTRANSIT|05/03/2022 08:39:51 PM|1.1
false|0000000051||102|G|0|26800000051|D|001000001|1050|4129.07|TOCKCHECKCDA|05/03/2022 08:39:54 PM|1.1
false|0000000052||3531092146|G|0|26800000052|D|771025717|1051|2446.65|TDEPCHECKTRANSIT|05/03/2022 08:39:57 PM|1.1
false|0000000053||3531092142|G|0|26800000053|D|771025713|1052|2125.55|TDEPCHECKTRANSIT|05/03/2022 08:40:00 PM|1.1
false|0000000054||3531092139|G|0|26800000054|D|771025710|1053|3903.02|TDEPCHECKTRANSIT|05/03/2022 08:40:02 PM|1.1
false|0000000055||103|G|0|26800000055|C|001000001|1054|22223.24|TCMDDEPTICKETDDA|05/03/2022 08:40:05 PM|1.1
false|0000000056||123213123|G|0|26800000056|D|001000001|1055|5085.71|TOCKCHECKCDA|05/03/2022 08:40:08 PM|1.1
false|0000000057||159|G|0|26800000057|D|001000001|1056|5572.10|TOCKCHECKCDA|05/03/2022 08:40:11 PM|1.1
false|0000000058||3531092114|G|0|26800000058|D|771025685|1057|5928.74|TDEPCHECKTRANSIT|05/03/2022 08:40:13 PM|1.1
false|0000000059||3531092143|G|0|26800000059|D|771025714|1058|2792.49|TDEPCHECKTRANSIT|05/03/2022 08:40:16 PM|1.1
false|0000000060||234234234|G|0|26800000060|D|001000001|1059|735.90|TOCKCHECKCDA|05/03/2022 08:40:19 PM|1.1
false|0000000061||3531092136|G|0|26800000061|D|771025707|1060|2108.30|TDEPCHECKTRANSIT|05/03/2022 08:40:20 PM|1.1
false|0000000062||68786418|G|0|26800000062|C|001000001|1061|16251.36|TCMDDEPTICKETDDA|05/03/2022 08:40:21 PM|1.1
false|0000000063||3531092155|G|0|26800000063|D|771025726|1062|2629.74|TDEPCHECKTRANSIT|05/03/2022 08:40:21 PM|1.1
false|0000000064||3531092094|G|0|26800000064|D|771025665|1063|5378.51|TDEPCHECKTRANSIT|05/03/2022 08:40:22 PM|1.1
false|0000000065||3531092150|G|0|26800000065|D|771025721|1064|1778.86|TDEPCHECKTRANSIT|05/03/2022 08:40:23 PM|1.1
false|0000000066||3531092127|G|0|26800000066|D|771025698|1065|1939.38|TDEPCHECKTRANSIT|05/03/2022 08:40:23 PM|1.1
false|0000000067||3531092112|G|0|26800000067|D|771025683|1066|4524.87|TDEPCHECKTRANSIT|05/03/2022 08:40:24 PM|1.1
false|0000000068||5464564564|G|0|26800000068|C|001000001|1067|1456.81|TCMDDEPTICKETDDA|05/03/2022 08:40:25 PM|1.1
false|0000000069||3531092142|G|0|26800000069|D|771025713|1068|1456.81|TDEPCHECKTRANSIT|05/03/2022 08:40:25 PM|1.1
false|0000000070||56479800|G|0|26800000070|C|001000001|1069|12825.87|TCMDDEPTICKETDDA|05/03/2022 08:40:26 PM|1.1
false|0000000071||3531092139|G|0|26800000071|D|771025710|1070|1297.11|TDEPCHECKTRANSIT|05/03/2022 08:40:26 PM|1.1
false|0000000072||3531092136|G|0|26800000072|D|771025707|1071|4925.85|TDEPCHECKTRANSIT|05/03/2022 08:40:27 PM|1.1
false|0000000073||3531092117|G|0|26800000073|D|771025688|1072|2884.25|TDEPCHECKTRANSIT|05/03/2022 08:40:27 PM|1.1
false|0000000074||454545|G|0|26800000074|D|001000001|1073|1802.27|TOCKCHECKCDA|05/03/2022 08:40:28 PM|1.1
false|0000000075||3531092113|G|0|26800000075|D|771025684|1074|1916.39|TDEPCHECKTRANSIT|05/03/2022 08:40:28 PM|1.1
false|0000000076||651515|G|0|26800000076|C|001000001|1075|17340.97|TCMDDEPTICKETDDA|05/03/2022 08:40:29 PM|1.1
false|0000000077||3531092118|G|0|26800000077|D|771025689|1076|4727.75|TDEPCHECKTRANSIT|05/03/2022 08:40:29 PM|1.1
false|0000000078||100033252|G|0|26800000078|D|001000001|1077|1169.42|TOCKCHECKCDA|05/03/2022 08:40:30 PM|1.1
false|0000000079||102|G|0|26800000079|D|001000001|1078|2125.70|TOCKCHECKCDA|05/03/2022 08:40:31 PM|1.1
false|0000000080||5436365|G|0|26800000080|D|001000001|1079|4224.76|TOCKCHECKCDA|05/03/2022 08:40:31 PM|1.1
false|0000000081||3531092144|G|0|26800000081|D|771025715|1080|5093.34|TDEPCHECKTRANSIT|05/03/2022 08:40:32 PM|1.1
false|0000000082||184418418|G|0|26800000082|C|001000001|1081|9090.53|TCMDDEPTICKETDDA|05/03/2022 08:40:32 PM|1.1
false|0000000083||3531092139|G|0|26800000083|D|771025710|1082|4559.98|TDEPCHECKTRANSIT|05/03/2022 08:40:33 PM|1.1
false|0000000084||3531092153|G|0|26800000084|D|771025724|1083|782.78|TDEPCHECKTRANSIT|05/03/2022 08:40:33 PM|1.1
false|0000000085||3531092102|G|0|26800000085|D|771025673|1084|3747.77|TDEPCHECKTRANSIT|05/03/2022 08:40:34 PM|1.1
false|0000000086||34534879723|G|0|26800000086|C|001000001|1085|7312.82|TCMDDEPTICKETDDA|05/03/2022 08:40:34 PM|1.1
false|0000000087||3531092127|G|0|26800000087|D|771025698|1086|2991.26|TDEPCHECKTRANSIT|05/03/2022 08:40:35 PM|1.1
false|0000000088||3531092113|G|0|26800000088|D|771025684|1087|1650.13|TDEPCHECKTRANSIT|05/03/2022 08:40:36 PM|1.1
false|0000000089||3531092115|G|0|26800000089|D|771025686|1088|2671.43|TDEPCHECKTRANSIT|05/03/2022 08:40:36 PM|1.1
false|0000000090||234234234|G|0|26800000090|C|001000001|1089|4237.62|TCMDDEPTICKETDDA|05/03/2022 08:40:37 PM|1.1
false|0000000091||3531092119|G|0|26800000091|D|771025690|1090|4237.62|TDEPCHECKTRANSIT|05/03/2022 08:40:37 PM|1.1
false|0000000092||100033252|G|0|26800000092|C|001000001|1091|11133.96|TCMDDEPTICKETDDA|05/03/2022 08:40:38 PM|1.1
false|0000000093||3531092108|G|0|26800000093|D|771025679|1092|5004.08|TDEPCHECKTRANSIT|05/03/2022 08:40:38 PM|1.1
false|0000000094||3531092100|G|0|26800000094|D|771025671|1093|3744.67|TDEPCHECKTRANSIT|05/03/2022 08:40:39 PM|1.1
false|0000000095||3531092107|G|0|26800000095|D|771025678|1094|2385.21|TDEPCHECKTRANSIT|05/03/2022 08:40:40 PM|1.1
false|0000000096||6655635635|G|0|26800000096|C|001000001|1095|19982.75|TCMDDEPTICKETDDA|05/03/2022 08:40:40 PM|1.1
false|0000000097||3531092147|G|0|26800000097|D|771025718|1096|4696.80|TDEPCHECKTRANSIT|05/03/2022 08:40:41 PM|1.1
false|0000000098||3531092131|G|0|26800000098|D|771025702|1097|2580.17|TDEPCHECKTRANSIT|05/03/2022 08:40:41 PM|1.1
false|0000000099||3531092117|G|0|26800000099|D|771025688|1098|3328.75|TDEPCHECKTRANSIT|05/03/2022 08:40:42 PM|1.1
false|0000000100||3531092131|G|0|26800000100|D|771025702|1099|4305.61|TDEPCHECKTRANSIT|05/03/2022 08:40:42 PM|1.1
false|0000000101||3531092116|G|0|26800000101|D|771025687|1100|5071.42|TDEPCHECKTRANSIT|05/03/2022 08:40:43 PM|1.1
