Dlt|SrcKey|FornKey|AcctId|AcctType|BatchNum|SeqNum|TrnType|RtNum|ChkNum|Amt|TrnCodeCode|_LoadDt|SrcContextId
false|0000000002||103|G|0|26790000002|C|001000001|1001|5195.43|TCMDDEPTICKETDDA|05/02/2022 09:59:36 PM|1.1
false|0000000003||2214789|G|0|26790000003|D|001000001|1002|1042.91|TOCKCHECKCDA|05/02/2022 09:59:36 PM|1.1
false|0000000004||3531092115|G|0|26790000004|D|771025686|1003|1335.60|TDEPCHECKTRANSIT|05/02/2022 09:59:37 PM|1.1
false|0000000005||3531092113|G|0|26790000005|D|771025684|1004|2816.92|TDEPCHECKTRANSIT|05/02/2022 09:59:37 PM|1.1
false|0000000006||565454|G|0|26790000006|C|001000001|1005|7081.03|TCMDDEPTICKETDDA|05/02/2022 09:59:38 PM|1.1
false|0000000007||902093939|G|0|26790000007|D|001000001|1006|4894.07|TOCKCHECKCDA|05/02/2022 09:59:38 PM|1.1
false|0000000008||3531092134|G|0|26790000008|D|771025705|1007|2186.96|TDEPCHECKTRANSIT|05/02/2022 09:59:39 PM|1.1
false|0000000009||5464564564|G|0|26790000009|C|001000001|1008|5000.69|TCMDDEPTICKETDDA|05/02/2022 09:59:40 PM|1.1
false|0000000010||54654564|G|0|26790000010|D|001000001|1009|5000.69|TOCKCHECKCDA|05/02/2022 09:59:40 PM|1.1
false|0000000011||564131564|G|0|26790000011|C|001000001|1010|2350.23|TCMDDEPTICKETDDA|05/02/2022 09:59:41 PM|1.1
false|0000000012||108|G|0|26790000012|D|001000001|1011|2350.23|TOCKCHECKCDA|05/02/2022 09:59:41 PM|1.1
false|0000000013||139|G|0|26790000013|C|001000001|1012|7644.36|TCMDDEPTICKETDDA|05/02/2022 09:59:42 PM|1.1
false|0000000014||167943853|G|0|26790000014|D|001000001|1013|3576.91|TOCKCHECKCDA|05/02/2022 09:59:42 PM|1.1
false|0000000015||5151511|G|0|26790000015|D|001000001|1014|4067.45|TOCKCHECKCDA|05/02/2022 09:59:43 PM|1.1
false|0000000016||454545|G|0|26790000016|C|001000001|1015|21027.46|TCMDDEPTICKETDDA|05/02/2022 09:59:43 PM|1.1
false|0000000017||3531092108|G|0|26790000017|D|771025679|1016|5542.11|TDEPCHECKTRANSIT|05/02/2022 09:59:44 PM|1.1
false|0000000018||3531092152|G|0|26790000018|D|771025723|1017|3603.74|TDEPCHECKTRANSIT|05/02/2022 09:59:44 PM|1.1
false|0000000019||54654|G|0|26790000019|D|001000001|1018|5477.39|TOCKCHECKCDA|05/02/2022 09:59:45 PM|1.1
false|0000000020||3531092143|G|0|26790000020|D|771025714|1019|3674.72|TDEPCHECKTRANSIT|05/02/2022 09:59:46 PM|1.1
false|0000000021||996633885522|G|0|26790000021|D|001000001|1020|2729.50|TOCKCHECKCDA|05/02/2022 09:59:46 PM|1.1
false|0000000022||158|G|0|26790000022|C|001000001|1021|20010.35|TCMDDEPTICKETDDA|05/02/2022 09:59:47 PM|1.1
false|0000000023||3531092144|G|0|26790000023|D|771025715|1022|4232.05|TDEPCHECKTRANSIT|05/02/2022 09:59:47 PM|1.1
false|0000000024||3531092108|G|0|26790000024|D|771025679|1023|1292.13|TDEPCHECKTRANSIT|05/02/2022 09:59:48 PM|1.1
false|0000000025||108|G|0|26790000025|D|001000001|1024|3789.25|TOCKCHECKCDA|05/02/2022 09:59:48 PM|1.1
false|0000000026||3531092101|G|0|26790000026|D|771025672|1025|625.46|TDEPCHECKTRANSIT|05/02/2022 09:59:49 PM|1.1
false|0000000027||523|G|0|26790000027|D|001000001|1026|5730.77|TOCKCHECKCDA|05/02/2022 09:59:49 PM|1.1
false|0000000028||1234548|G|0|26790000028|D|001000001|1027|2243.35|TOCKCHECKCDA|05/02/2022 09:59:50 PM|1.1
false|0000000029||3531092145|G|0|26790000029|D|771025716|1028|2097.34|TDEPCHECKTRANSIT|05/02/2022 09:59:50 PM|1.1
false|0000000030||2123312|G|0|26790000030|C|001000001|1029|3463.18|TCMDDEPTICKETDDA|05/02/2022 09:59:51 PM|1.1
false|0000000031||3531092153|G|0|26790000031|D|771025724|1030|3463.18|TDEPCHECKTRANSIT|05/02/2022 09:59:51 PM|1.1
false|0000000032||999333|G|0|26790000032|C|001000001|1031|27030.33|TCMDDEPTICKETDDA|05/02/2022 09:59:52 PM|1.1
false|0000000033||3531092124|G|0|26790000033|D|771025695|1032|2569.74|TDEPCHECKTRANSIT|05/02/2022 09:59:53 PM|1.1
false|0000000034||3531092129|G|0|26790000034|D|771025700|1033|4963.49|TDEPCHECKTRANSIT|05/02/2022 09:59:53 PM|1.1
false|0000000035||1564564|G|0|26790000035|D|001000001|1034|5858.34|TOCKCHECKCDA|05/02/2022 09:59:54 PM|1.1
false|0000000036||3531092148|G|0|26790000036|D|771025719|1035|2775.34|TDEPCHECKTRANSIT|05/02/2022 09:59:54 PM|1.1
false|0000000037||3531092118|G|0|26790000037|D|771025689|1036|1778.01|TDEPCHECKTRANSIT|05/02/2022 09:59:55 PM|1.1
false|0000000038||3531092118|G|0|26790000038|D|771025689|1037|2257.54|TDEPCHECKTRANSIT|05/02/2022 09:59:55 PM|1.1
false|0000000039||3531092107|G|0|26790000039|D|771025678|1038|828.93|TDEPCHECKTRANSIT|05/02/2022 09:59:56 PM|1.1
false|0000000040||3531092139|G|0|26790000040|D|771025710|1039|5998.94|TDEPCHECKTRANSIT|05/02/2022 09:59:56 PM|1.1
false|0000000041||554545|G|0|26790000041|C|001000001|1040|24246.92|TCMDDEPTICKETDDA|05/02/2022 09:59:57 PM|1.1
false|0000000042||3531092107|G|0|26790000042|D|771025678|1041|3752.37|TDEPCHECKTRANSIT|05/02/2022 09:59:57 PM|1.1
false|0000000043||3531092150|G|0|26790000043|D|771025721|1042|2650.56|TDEPCHECKTRANSIT|05/02/2022 09:59:58 PM|1.1
false|0000000044||3531092153|G|0|26790000044|D|771025724|1043|5867.16|TDEPCHECKTRANSIT|05/02/2022 09:59:58 PM|1.1
false|0000000045||654654|G|0|26790000045|D|001000001|1044|5416.38|TOCKCHECKCDA|05/02/2022 09:59:59 PM|1.1
false|0000000046||3531092102|G|0|26790000046|D|771025673|1045|1001.06|TDEPCHECKTRANSIT|05/02/2022 09:59:59 PM|1.1
false|0000000047||3531092157|G|0|26790000047|D|771025728|1046|770.14|TDEPCHECKTRANSIT|05/02/2022 10:00:00 PM|1.1
false|0000000048||3531092110|G|0|26790000048|D|771025681|1047|4789.25|TDEPCHECKTRANSIT|05/02/2022 10:00:01 PM|1.1
false|0000000049||109|G|0|26790000049|C|001000001|1048|19683.50|TCMDDEPTICKETDDA|05/02/2022 10:00:01 PM|1.1
false|0000000050||3531092095|G|0|26790000050|D|771025666|1049|5771.36|TDEPCHECKTRANSIT|05/02/2022 10:00:02 PM|1.1
false|0000000051||3531092124|G|0|26790000051|D|771025695|1050|2243.17|TDEPCHECKTRANSIT|05/02/2022 10:00:02 PM|1.1
false|0000000052||3531092093|G|0|26790000052|D|771025664|1051|3469.78|TDEPCHECKTRANSIT|05/02/2022 10:00:03 PM|1.1
false|0000000053||465324234234|G|0|26790000053|D|001000001|1052|2509.06|TOCKCHECKCDA|05/02/2022 10:00:03 PM|1.1
false|0000000054||108|G|0|26790000054|D|001000001|1053|5690.13|TOCKCHECKCDA|05/02/2022 10:00:04 PM|1.1
false|0000000055||2342342|G|0|26790000055|C|001000001|1054|14850.21|TCMDDEPTICKETDDA|05/02/2022 10:00:04 PM|1.1
false|0000000056||2321313|G|0|26790000056|D|001000001|1055|1607.43|TOCKCHECKCDA|05/02/2022 10:00:05 PM|1.1
false|0000000057||109|G|0|26790000057|D|001000001|1056|5993.09|TOCKCHECKCDA|05/02/2022 10:00:05 PM|1.1
false|0000000058||116|G|0|26790000058|D|001000001|1057|4507.01|TOCKCHECKCDA|05/02/2022 10:00:06 PM|1.1
false|0000000059||3531092121|G|0|26790000059|D|771025692|1058|2742.68|TDEPCHECKTRANSIT|05/02/2022 10:00:06 PM|1.1
false|0000000060||34534879723|G|0|26790000060|C|001000001|1059|11789.69|TCMDDEPTICKETDDA|05/02/2022 10:00:07 PM|1.1
false|0000000061||113|G|0|26790000061|D|001000001|1060|1757.25|TOCKCHECKCDA|05/02/2022 10:00:08 PM|1.1
false|0000000062||3531092150|G|0|26790000062|D|771025721|1061|4381.76|TDEPCHECKTRANSIT|05/02/2022 10:00:08 PM|1.1
